Geneid,2_CK_7U,2_CM_7U,24_CK_4,24_CM_4,40_CK_2,40_CM_2,41_CK_3,41_CM_3,8_CK_7,8_CM_7,BER_CK_1,BER_CK5,BER_CK6,BER_CM_1,BER_CM5,BER_CM6
DHA2_15409,213249,150738,158076,106628,120596,106136,153621,114485,190667,143055,244184,178773,236294,169667,185334,206192
DHA2_154099,38,36,271,390,31,21,44,50,488,556,3403,2493,2327,2362,3086,2915
DHA2_15410,31608,21905,18319,13658,14157,13526,20273,15559,33381,24268,35391,23871,28093,23442,21713,28455
DHA2_154101,86,66,436,505,40,27,58,51,1504,954,4195,2819,2897,3891,3845,3664
DHA2_154102,466,327,1587,1319,90,65,180,150,3108,1741,3072,2190,2767,2059,2297,2326
DHA2_154103,34,24,600,463,280,147,180,197,58,70,142,101,131,71,116,109
DHA2_154105,906,1226,5930,5616,1577,1372,1285,1543,1457,1982,4014,3445,3998,2987,4071,3973
DHA2_154107,4484,4404,4684,3751,5579,5701,5048,4818,4262,3984,5297,4349,4640,3973,4993,4760
DHA2_15411,183206,106230,113388,71804,67225,57940,111007,67984,104768,63131,187821,138647,173395,100146,112350,142833
DHA2_154110,20740,17391,16912,14324,10464,11004,14950,14177,16369,23591,26865,21085,26718,23298,24771,29878
DHA2_154111,77,51,624,484,58,44,70,44,217,203,783,542,545,526,775,561
DHA2_154112,13134,26166,14269,17284,14676,18941,10880,17452,4888,9765,23224,17334,21294,25558,34343,28214
DHA2_154120,3823,4817,1537,1660,1338,998,1324,1252,2376,3937,1702,1695,1018,2422,3710,2139
DHA2_154127,15765,7911,9744,5980,9243,4462,14683,6786,17879,9048,28173,23934,23852,12531,17921,15528
DHA2_154129,1882,3115,1194,1348,1305,1512,1521,1702,1105,1410,207,152,220,194,235,210
DHA2_15413,4923,5147,3969,3239,6494,5853,5704,5260,3977,6597,6189,4191,5247,6925,6358,5543
DHA2_154130,248,323,903,1054,2438,1980,2663,4447,939,1125,2164,1862,1913,1651,2380,2074
DHA2_154135,248,262,317,253,152,142,230,220,300,160,743,590,589,416,528,551
DHA2_154137,134,181,2037,1487,149,66,160,124,161,116,57,53,48,44,49,55
DHA2_154140,670,857,149,93,195,112,195,216,98,191,199,162,156,95,133,146
DHA2_154143,1361,1452,179,265,267,124,208,197,218,190,94,65,71,77,94,80
DHA2_154144,102,126,616,642,953,484,802,755,966,655,300,190,216,241,272,266
DHA2_154147,1006,621,1800,1845,1598,1093,1666,1482,2601,1499,371,315,285,335,437,356
DHA2_154149,223,308,844,765,609,379,502,527,1217,744,1493,1049,1114,954,1171,1191
DHA2_154150,866,1158,3450,3492,5730,6218,3743,4647,1802,2800,2888,2678,2948,2896,3689,3416
DHA2_154153,801,647,245,187,348,307,401,397,381,238,224,177,203,153,175,167
DHA2_154154,768,535,655,499,316,225,464,445,834,671,1240,950,1059,777,967,1037
DHA2_154155,1325,1347,1715,1801,907,754,1766,1385,2204,1652,2392,1640,1822,1622,2424,2454
DHA2_154156,13263,11099,16607,14999,7790,6403,10962,9646,19366,13296,22614,17060,19505,13140,18432,20617
DHA2_154159,14117,19875,12285,13941,15485,12531,10091,11397,12482,13028,18856,14763,15801,11899,17033,15689
DHA2_154167,169,186,5012,3851,196,207,151,154,135,151,4284,4192,4395,3016,4153,3948
DHA2_154168,1014,1466,2671,2290,1126,1085,796,938,2144,2033,4886,4038,4472,4210,5190,5104
DHA2_154169,24,41,338,390,63,40,64,50,32,38,301,336,402,485,494,396
DHA2_154172,872,1256,884,910,1719,1692,1587,1927,1106,2933,612,611,666,717,1189,939
DHA2_154174,563,793,440,385,844,915,466,636,492,1004,622,512,614,743,704,580
DHA2_15418,2226,997,1839,1282,1450,1035,1303,923,1848,1203,3078,1924,2619,1379,1575,2039
DHA2_154183,9739,17679,10305,10792,9367,7694,32314,22418,8929,13447,7116,6383,6266,8492,9704,9743
DHA2_154195,2956,2262,450,375,406,299,700,510,3337,2148,54,33,66,11,27,29
DHA2_154198,1613,1710,122,144,552,297,513,515,1428,926,336,273,258,242,268,273
DHA2_154200,5569,6747,483,437,1168,1249,659,912,2643,3325,1063,1069,1050,987,1363,1227
DHA2_154202,76,206,177,227,205,214,121,186,1941,2951,72,59,69,161,155,128
DHA2_154209,6554,5881,757788,793674,3705590,2287432,32538,27536,44582,103705,93639,84953,77136,135222,185172,172244
DHA2_154221,102,91,888,861,169,115,260,240,146,224,953,701,751,713,831,890
DHA2_154222,172,143,191,229,49,37,98,90,70,40,249,174,162,208,180,180
DHA2_154225,121,76,95,54,72,47,136,84,89,97,128,105,131,44,101,83
DHA2_154230,1269,1297,877,676,915,831,734,737,941,806,1053,991,900,595,1012,831
DHA2_154231,1136,1163,705,602,671,591,645,595,993,808,988,910,919,443,935,882
DHA2_154233,1635,1688,1112,737,857,741,804,870,1381,1141,1333,1254,1246,582,1268,1148
DHA2_154234,814,807,537,342,554,523,453,565,805,663,672,653,555,370,699,635
DHA2_154235,996,1154,1032,896,618,582,560,627,750,530,907,795,812,483,839,749
DHA2_154242,23350,13425,245834,201709,296245,186232,9699,7290,53933,23025,328592,248036,92251,102016,144683,64735
DHA2_154252,1515,2687,1720,1549,2320,1774,2530,2458,1339,2001,2157,1534,1578,2730,2989,2298
DHA2_154256,1543,1044,1193,1027,569,344,1068,745,490,681,1754,1257,1301,1041,1169,1277
DHA2_154259,13798,16580,14227,12175,14162,9352,12325,15380,15300,18608,18937,15529,16183,13066,18264,13727
DHA2_154260,3594,4736,3612,3653,4085,3230,3300,4586,3771,5843,4210,3530,3592,3535,4879,4076
DHA2_154261,7500,9419,6051,6617,7982,7632,8358,8866,7296,10350,9209,6340,7767,9282,10635,9643
DHA2_154263,6869,5503,4815,4252,4911,3706,4625,5078,6664,6519,8579,6598,7302,5360,6967,6967
DHA2_154264,2173,2203,1855,1591,1649,1258,2112,1820,2252,2361,2614,2188,2331,2086,2624,2442
DHA2_154265,10760,9755,11468,9805,8766,7337,8379,9457,11438,13313,14835,10989,12645,8727,11671,10337
DHA2_154266,456,475,744,802,560,404,600,676,592,566,537,446,442,393,672,499
DHA2_154267,1651,1805,1534,1548,1999,1610,1514,1725,910,762,1425,1192,1126,1460,1802,1533
DHA2_15427,57612,39367,42811,24566,49211,35882,48352,29871,37014,31270,47169,34105,41110,36114,34646,37523
DHA2_154274,879512,346377,12494,11869,372,377,229,279,4268,5408,1508,1072,1498,1328,1541,1522
DHA2_154279,290,721,239,283,170,202,222,284,303,281,466,395,419,383,638,475
DHA2_15428,16012,15888,11907,12131,14226,14169,11593,13403,14872,16795,14723,10855,12120,11182,14509,14117
DHA2_154281,15,58,1127,1019,148,84,116,120,604,437,1797,1705,2023,1249,1774,1439
DHA2_154284,54,58,162,161,165,179,88,128,511,493,635,640,636,529,680,538
DHA2_154298,246,162,74,37,363,176,393,241,21,12,202,143,160,140,168,144
DHA2_154299,291,231,76,65,168,104,173,112,73,49,23,27,25,25,24,31
DHA2_154301,137,56,206,204,115,77,168,127,29,36,41,26,27,14,23,27
DHA2_154302,197,107,194,133,127,79,141,108,43,24,116,64,64,39,54,67
DHA2_154305,6312,12041,2218,3038,10574,11110,10556,13121,6725,15073,4651,3504,4199,4733,6591,4942
DHA2_154306,396,886,420,705,969,1147,233,880,375,1547,421,319,420,529,749,579
DHA2_154307,14117,19333,520290,534290,61478,40074,357227,385371,15270,32297,18520,24606,25877,25104,44433,51199
DHA2_154308,1002,1166,1584,1810,1356,1393,1237,1331,1349,1861,1794,1400,1626,1411,1707,1653
DHA2_154309,4679,6239,5043,5389,4591,4798,4735,5317,4644,6991,5417,4307,4756,5637,6531,6167
DHA2_15432,5019,4854,3912,3523,2973,3034,2804,3332,2880,3910,4436,3739,4341,2933,4368,4306
DHA2_154323,1592,1417,1142,1019,1101,1041,1122,984,2013,1432,2565,2306,2159,1797,2275,2257
DHA2_154326,442,320,243,225,199,227,239,197,429,359,561,542,543,356,493,424
DHA2_154327,756,435,490,344,414,392,393,386,760,530,1084,1010,938,605,877,733
DHA2_154329,3703,7364,3762,6626,10661,13618,3059,4125,6895,10251,7539,6169,5138,13082,16195,11781
DHA2_154339,9423,9049,8046,7717,7878,8325,7189,7621,11029,9480,12881,8998,11022,9267,10211,10972
DHA2_154340,13092,10254,9218,8232,8399,7984,8617,7150,10086,11170,15723,10263,14229,10831,11659,13200
DHA2_154341,20871,23144,30747,38444,41817,29785,30279,32296,21066,33052,9309,8045,7978,6794,10399,8445
DHA2_154342,633,784,669,491,1399,1187,756,652,655,728,673,409,494,656,728,491
DHA2_154343,6094,3980,5035,3565,3844,2816,5714,3802,6227,4249,6457,4854,5368,4973,4964,5307
DHA2_154345,4020,5584,3407,3128,4168,5292,3393,4018,3205,6020,3733,2780,2887,4746,4400,3947
DHA2_154346,8988,9195,7603,6726,7377,6555,6474,7326,9569,9664,11137,9110,9337,7478,10011,8559
DHA2_154347,4373,4696,2998,2700,2922,4321,2988,3758,4478,4990,7024,5473,5461,3332,4533,4654
DHA2_154348,15459,22013,15815,15120,20540,24373,13529,16465,5810,8770,9606,6829,8760,10375,10412,9841
DHA2_154350,28,34,100,111,42,32,38,29,35,82,56,45,53,54,66,58
DHA2_154352,1662,1582,876,888,2317,2365,2422,2321,1617,1696,1145,817,887,741,826,874
DHA2_154355,179,179,224,142,148,137,135,109,251,267,152,162,153,124,158,117
DHA2_154356,6716,7515,6128,5401,6071,5247,4533,4706,6418,7778,9997,7253,9038,7851,8631,8938
DHA2_154357,3689,4489,3024,3037,3432,2834,2383,3195,3624,4794,3773,3252,3460,3121,4053,4003
DHA2_154358,1329,1344,1730,1756,1786,1596,1630,1889,109,113,2086,1861,2131,1692,2415,2022
DHA2_154359,1159,1495,1093,1113,1442,1236,1425,1554,593,823,1354,1056,1045,1381,1568,1398
DHA2_15436,3389,4297,3622,2751,4610,4240,2837,3011,2759,3870,3611,2826,3375,3271,4067,3789
DHA2_154363,62,88,171,184,121,107,62,94,928,1319,223,257,180,455,549,445
DHA2_154368,382,249,331,353,263,171,284,265,256,171,453,357,334,319,374,339
DHA2_154369,126,97,150,114,73,54,98,59,46,35,194,150,167,131,205,190
DHA2_154371,11622,11386,11941,11255,5534,3656,6729,4780,17322,12862,22173,16243,16207,16308,20583,18630
DHA2_154374,4790,6397,8760,8438,8237,7818,6502,6976,7742,8555,9255,6487,7162,8284,9247,8775
DHA2_154375,1345,1588,1169,978,1770,1835,1066,1140,1117,1524,914,744,741,780,1113,862
DHA2_154376,44556,47377,30207,31187,24255,30733,34414,39899,39663,49015,41868,31352,37702,31111,36840,41388
DHA2_154377,3044,2984,2608,2505,1719,1584,1986,2535,3178,2783,3344,2108,2443,1932,2337,2463
DHA2_154378,30152,40689,27636,34850,23498,31498,19257,31871,31152,60134,32443,25449,29207,28324,41556,35999
DHA2_154379,2523,2626,2094,2228,2268,1772,2076,2287,2830,3388,2386,1802,1967,2092,2440,2219
DHA2_154380,16231,13747,13912,11193,12172,7529,12725,12006,18196,16153,15651,11971,13506,8920,12102,10472
DHA2_154381,1163,648,956,515,547,361,1080,596,1075,753,1401,937,1034,714,698,853
DHA2_154382,4060,4617,4012,3797,4347,4719,3121,4473,4344,6496,3029,2866,2786,2561,3518,3098
DHA2_154383,9480,11243,8532,8957,8351,6823,8884,11193,9848,12356,8912,7423,8126,6651,9897,8549
DHA2_154384,1032,1009,1042,887,559,437,908,989,1523,1191,1263,1043,1070,692,1098,911
DHA2_154385,2956,2658,2371,1871,2356,1934,2316,2478,2857,3359,2930,1993,2543,2079,2560,2432
DHA2_154386,3603,3765,3124,2717,3208,2746,3231,3377,3800,4184,3384,2626,2695,2683,3108,3447
DHA2_154388,6323,14353,6739,7444,10555,14015,8072,12955,5653,14225,5263,3538,4226,7912,7874,7066
DHA2_154389,4273,4231,4241,3720,3585,2708,3835,3690,3747,3888,4290,2892,3464,3647,3538,3552
DHA2_154390,6335,10306,6417,6477,7558,6037,7444,7294,6594,9203,4593,3121,3266,6050,6651,5521
DHA2_154391,50060,58922,18177,37272,25858,63327,15779,17750,29901,23412,18340,14312,16966,11305,17169,16306
DHA2_154392,1257,740,1323,910,772,538,750,532,742,647,1307,796,952,870,686,913
DHA2_154393,7599,9762,10358,8230,12249,8234,11877,10891,8317,12135,7818,6580,6159,8501,9664,7308
DHA2_154395,34556,23898,26346,19004,34041,18172,34341,22255,33668,30220,27013,19635,24684,17110,19629,21083
DHA2_154396,25138,25059,19658,22588,14490,17551,14156,19488,22667,27046,22444,16111,19568,18005,21451,21790
DHA2_154397,6789,6507,5339,5478,6087,4671,4765,5609,6314,9193,6130,4185,5240,4562,5322,5830
DHA2_154398,1576,2133,850,975,1418,1405,1001,1439,943,1546,825,587,707,846,1117,967
DHA2_154405,2345,3699,1986,1688,6388,7186,2854,3222,2540,3422,1336,1092,1127,1382,1775,1549
DHA2_154406,54271,34380,19929,12794,13833,11844,31388,15732,72374,29586,76351,54724,57652,28834,34570,32962
DHA2_154414,2790,3129,2587,2432,2465,2193,1962,2215,2359,3594,2874,2529,2495,3303,3804,3436
DHA2_154415,1836,2074,1700,1587,1992,2116,1069,1426,1565,2299,1944,1528,1733,1542,1995,1952
DHA2_154416,1117,1602,1366,1125,1688,1470,969,1259,1104,1763,1215,976,987,1254,1392,1250
DHA2_154417,14856,11680,14088,12295,13325,9127,8495,8540,15649,13325,21776,16451,18423,14622,17526,17503
DHA2_154418,77128,61000,54279,41490,80019,85757,49162,43136,57369,86856,59331,41153,50783,68330,62875,54692
DHA2_154419,3733,3394,2608,2491,2534,2229,2289,2432,3283,4245,4293,3185,3759,3646,4070,4217
DHA2_154420,3141,3068,2671,2487,2715,2029,1728,2024,3119,3289,3541,2967,3280,2875,3573,3485
DHA2_154421,4929,3847,4292,3027,4243,2910,3392,2619,4703,4083,6752,4741,5596,4705,4630,5495
DHA2_154422,1009,771,891,574,555,328,380,393,1020,915,1447,1069,1145,612,835,998
DHA2_154423,4221,4343,3562,3231,3609,3867,2587,2828,3911,5162,5301,3463,4429,4293,4670,5053
DHA2_154424,4139,5102,4192,5309,4075,2969,2612,3922,4400,6138,5037,4056,4142,4492,5803,5330
DHA2_154425,2916,3337,2393,2613,2223,1655,1566,2175,2998,3286,3267,2679,2724,3213,3808,3742
DHA2_154427,1190,1358,1262,1328,1435,1451,1000,1494,1274,1389,1228,1151,979,1302,1620,1392
DHA2_154428,4804,5282,3611,3900,4996,3818,2939,3528,4954,6125,4966,4560,4659,4301,5657,5419
DHA2_154431,1122,539,615,434,496,320,489,380,965,474,1293,988,1405,564,805,958
DHA2_154439,5978,7600,4794,5118,4934,5821,4177,6335,5397,7664,5193,4673,4736,3857,6445,5253
DHA2_154440,795,1036,701,716,762,848,676,834,689,1140,947,719,836,855,1057,1053
DHA2_154441,943,1951,1343,1659,1503,2771,927,1880,950,2713,1233,914,970,1473,1827,1429
DHA2_154442,8795,10285,7104,6749,8458,11405,6917,8272,8253,12840,10762,7855,9762,10665,11179,11864
DHA2_154443,10489,9599,8120,7717,6606,5512,6180,7803,9552,12908,13684,10002,12317,9017,10916,12522
DHA2_154444,501,611,424,422,501,316,567,559,675,729,671,589,641,587,706,712
DHA2_154445,24035,25282,21317,20386,14707,13196,16592,16978,21800,27024,39972,26216,31753,25362,30942,30346
DHA2_154446,15414,10049,10768,8721,6439,5300,9449,7338,15070,13451,25315,16672,20801,13659,15012,18532
DHA2_154447,4746,8680,4489,4596,6064,7205,3867,7706,4831,10583,5466,4789,4677,5569,7478,5624
DHA2_15445,6313,4461,3695,2252,1896,2183,4135,2992,5491,3120,6823,5103,7412,4080,5069,6288
DHA2_154450,746,467,598,482,600,413,487,408,847,552,1295,873,929,498,697,652
DHA2_154451,6658,3818,3993,3082,3736,3514,3750,3063,6104,3890,12359,8188,10185,4104,5355,6367
DHA2_154452,1795,1740,1112,1019,1726,1625,1836,1769,1603,1680,2182,1791,1874,1841,2023,2079
DHA2_154453,374,461,171,160,526,466,287,404,318,452,278,215,225,232,252,254
DHA2_154455,688,949,515,540,6602,8223,21036,25228,19295,30656,15359,14736,16556,17226,23988,14875
DHA2_154456,13075,16068,12538,10247,10742,9614,11653,11938,12914,14689,13026,10659,12065,12035,14799,13526
DHA2_154457,61383,70470,48651,55006,41679,59473,50009,63704,55762,77760,87568,62820,79706,67101,83154,85935
DHA2_154458,3876,5354,3408,3399,4500,5091,3064,4922,3720,5956,4484,3496,3731,4685,5480,4099
DHA2_154459,7362,7149,4135,3552,4227,5936,4240,5454,3956,6121,5812,5288,3978,6339,7243,4713
DHA2_15446,7437,12014,6152,5387,4039,7141,5642,8882,5939,9537,8693,6587,9263,8640,10327,10340
DHA2_154460,7017,5131,7053,5487,5076,3995,5177,4353,8819,7664,11376,8741,9411,7954,8180,8874
DHA2_154461,6801,7835,5708,5107,8474,7675,6320,7922,6831,9224,6267,5527,5631,6115,7829,6495
DHA2_154463,5119,7526,4511,4380,14079,13463,4543,6356,5632,14604,4921,4395,4246,6114,7101,5860
DHA2_154464,1979,2074,1673,1314,1572,1074,1487,1502,1850,1994,1710,1604,1601,1603,1887,1829
DHA2_154465,790,826,583,503,579,321,489,577,619,633,515,578,437,414,711,566
DHA2_154467,2663,3263,1642,1700,1691,1292,2272,2325,2081,2368,1980,1833,1802,1812,2749,2422
DHA2_154468,593,448,297,147,199,130,289,190,487,387,792,640,837,524,568,646
DHA2_154472,13305,11239,10599,8150,8154,7324,9331,8592,11945,13311,17053,13400,15954,11326,14126,14542
DHA2_154473,2958,3968,3148,2291,3222,3901,2079,2669,3399,6967,4410,3450,3494,2932,4054,3445
DHA2_154474,2418,1566,1631,1092,950,757,1090,988,1657,1153,3353,2656,2725,1582,1892,2036
DHA2_154475,6002,4891,4568,3995,3944,2991,3966,4154,6078,5557,8357,5960,7394,5159,5670,6868
DHA2_154476,3378,3395,3061,2999,2928,2734,2709,2844,3751,4012,5129,3929,4421,3055,3870,4224
DHA2_154477,11705,13897,14928,15606,9654,9698,9446,11241,14846,15514,19344,15411,17226,16496,19046,22054
DHA2_154478,6676,6715,6639,5499,5106,3964,5830,5300,8106,6053,7957,7034,6853,5126,7104,6945
DHA2_154493,620,881,5192,5875,1080,925,849,1117,850,1291,5484,4319,4815,8163,8443,6470
DHA2_154494,334,392,1092,1088,1496,1252,1026,1078,476,501,488,442,461,421,492,447
DHA2_154495,4400,5225,5148,4810,6939,5904,4396,4738,4801,5412,5104,4588,4675,3272,4844,4684
DHA2_154496,451,416,466,434,670,544,567,497,560,569,392,418,443,332,496,372
DHA2_154498,24292,24370,19426,16475,13803,11961,19823,20023,23892,30398,29181,25567,29884,18771,28309,24003
DHA2_154516,156,175,594,489,456,341,677,499,464,379,537,402,414,523,569,505
DHA2_154518,938,1122,1913,1805,1417,1015,1491,1334,1957,1551,1674,1217,1232,1211,1403,1470
DHA2_154519,60,54,3583,3059,2618,1874,2455,2042,2142,1363,4357,3202,3310,2669,3184,3698
DHA2_154521,2284,3244,8454,7531,3309,2454,3069,2607,4598,4692,9908,7502,8032,9588,11109,9766
DHA2_154523,4402,2485,2767,2140,1815,1019,2964,1929,3483,2671,6301,4346,5550,3438,3507,5012
DHA2_154524,6530,9361,5520,6982,5603,6255,4765,7390,5672,8143,8326,5599,6587,9360,9971,9997
DHA2_154525,668,785,599,653,570,548,623,764,616,852,786,496,664,983,1073,1001
DHA2_154526,6505,7483,5346,5339,4458,4335,4287,5120,6116,6704,7365,5824,7191,5537,7892,7680
DHA2_154527,9731,5721,7200,4777,6469,4879,7217,4520,9396,6156,10535,8109,9843,6955,6810,8227
DHA2_154528,433,478,267,213,121,95,192,288,491,493,266,307,224,252,303,299
DHA2_154529,4590,6166,4221,4062,4758,6101,3656,4701,4364,6825,5743,3944,4468,5112,4805,5060
DHA2_154530,3747,2668,2455,2048,2776,2262,2993,2090,3157,2325,3597,2523,2949,2616,2733,2933
DHA2_154531,6360,7953,4764,4823,5084,5435,5330,5976,6001,8306,8767,5668,7354,6944,7595,8413
DHA2_154532,524,491,325,189,241,256,385,286,566,531,644,424,530,440,587,467
DHA2_154533,1461,2814,1092,1178,2169,1916,1406,2278,1259,3037,691,682,616,1144,1269,945
DHA2_154535,13344,12432,11331,6213,16289,12049,15674,11780,10427,11828,15042,9393,12893,13691,13524,13357
DHA2_154536,3221,3598,2508,2216,2168,2607,2252,2759,2761,3420,4181,3031,3895,3023,3707,3974
DHA2_154537,27128,23952,19512,16889,20633,20348,23232,18530,22634,28213,27995,20485,26229,28394,33849,31516
DHA2_154538,490,473,773,652,784,434,660,424,609,457,923,640,744,624,657,714
DHA2_154539,2991,2893,3379,2907,3195,1859,2383,2682,3217,3523,4389,3656,3854,3257,3803,3951
DHA2_154540,493,449,518,440,449,279,499,426,453,551,620,432,502,573,746,587
DHA2_154541,3539,2311,3036,2347,3017,1664,3044,2073,3662,2733,3903,3097,3163,2803,3231,3187
DHA2_154542,9049,10363,9097,9389,9896,9210,7364,9803,9010,12151,13206,9615,10902,10592,14011,12790
DHA2_154543,3319,3869,3354,3196,2950,2545,2556,3014,3083,3827,4173,3160,3726,3437,4569,4397
DHA2_154544,15120,10479,12089,8646,8458,4120,10490,7823,13852,10013,16975,13957,15093,9347,12580,12875
DHA2_154547,907,931,580,435,4236,2756,2600,2362,3056,2806,1431,1206,1305,1348,1356,1450
DHA2_15455,8996,9028,6774,6164,8758,9732,8437,8775,8358,10660,11279,8256,8673,10447,10294,10189
DHA2_154550,30,21,1314,1170,974,585,830,784,936,632,1302,958,987,682,894,1026
DHA2_154551,888,850,1454,1235,1074,737,1108,1065,134,124,1522,1137,1274,1059,1292,1435
DHA2_154554,300,381,34,34,243,135,215,193,320,349,20,21,11,17,29,21
DHA2_154558,18150,28598,18189,18754,32075,28127,18527,28498,20162,30123,22601,18255,19263,24261,30222,18738
DHA2_154559,2380,2501,1648,1611,2311,2883,1651,2839,1843,3037,2826,2034,2434,3587,3755,2404
DHA2_154560,3589,5788,3194,3474,9836,8949,3938,5976,3373,8960,5394,3782,4312,8863,8052,4148
DHA2_154563,4680,6142,3952,4576,4467,5203,2806,4955,3558,7081,5050,3762,4292,4367,5490,5201
DHA2_154564,1413,1481,1226,923,1005,808,1097,1102,1307,1400,1377,1132,1375,1230,1337,1389
DHA2_154565,53601,29270,35243,25052,23394,13939,30345,20962,55267,37828,63339,49579,56971,31178,36818,43013
DHA2_154567,9985,9976,8723,8192,7701,5449,7110,8600,10697,11222,11937,9387,10392,9259,11737,11427
DHA2_154575,185,262,73,100,197,277,50,145,61,198,135,290,189,192,345,287
DHA2_154580,58763,17892,31537,9107,6075,3491,23112,7021,15250,16478,42445,38329,31340,21836,29138,19940
DHA2_154581,7786,4237,5163,2603,3170,2278,3947,2692,4123,3642,7355,5872,5629,3751,4519,4031
DHA2_154582,1808,1734,2743,2343,1932,957,1868,2059,448,570,2571,2577,2635,2480,3428,3165
DHA2_154586,14131,26443,12185,14386,18040,22337,11669,22022,13593,32476,12436,10822,10527,15409,19018,12021
DHA2_154587,11022,12345,8808,9446,9039,10426,8010,9509,7939,10700,11971,8625,11146,10146,11443,13314
DHA2_154588,2747,2235,2171,1838,1864,1566,1308,1204,1910,1789,1716,1708,1685,1355,1963,1898
DHA2_154591,11211,7664,7555,6772,5704,3306,5059,3922,7508,5548,9004,6178,6765,4678,5687,6862
DHA2_154593,9774,10167,10779,10045,13541,10900,9176,8829,7371,8261,9020,6987,8327,7580,8382,8618
DHA2_154594,6314,6777,5205,4835,6246,7633,5587,6253,5156,6337,6917,4832,5919,6087,6050,6506
DHA2_154599,19858,16337,18252,16565,14671,11748,15941,14972,11602,11092,25127,17281,19626,15505,18509,19327
DHA2_154600,2104,1815,1941,1695,1449,993,1488,1676,1268,1268,2376,1865,2160,1382,2018,1734
DHA2_154601,17668,14476,21212,18934,12934,9143,13619,12591,12289,10675,23601,16260,19245,12908,16424,17167
DHA2_154602,2856,4435,2336,2515,3417,3454,2100,3267,944,1589,2109,2082,1615,2493,3174,2367
DHA2_154603,2377,1647,1617,1059,1295,959,1827,1201,863,664,1867,1440,1494,1415,1314,1567
